CÛdigo IBGE do MunicÌpio;CÛdigo da Unidade da FederaÁ„o;Sigla da Unidade da FederaÁ„o;Nome das Grandes Regiıes;CÛdigo IBGE da Mesoregi„o;Nome da Mesoregi„o;CÛdigo IBGE da Microregi„o;Nome da Microregi„o;IDHM 1991;IDHM 2000;IDHM 2010
431971;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,502;0,671;0,764
431973;43;RS;Sul;4301;Noroeste Rio-grandense;43008;Iju›;0,431;0,532;0,642
431975;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,509;0,655;0,754
431980;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43018;Santa Maria;0,488;0,589;0,685
431990;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,463;0,597;0,711
432000;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,513;0,633;0,726
432010;43;RS;Sul;4301;Noroeste Rio-grandense;43009;Carazinho;0,535;0,677;0,777
432020;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,406;0,597;0,723
432023;43;RS;Sul;4301;Noroeste Rio-grandense;43002;Tr€s Passos;0,451;0,571;0,712
432026;43;RS;Sul;4304;Centro Oriental Rio-grandense;43020;Santa Cruz do Sul;0,394;0,53;0,659
432030;43;RS;Sul;4301;Noroeste Rio-grandense;43012;N“o-Me-Toque;0,57;0,741;0,777
432032;43;RS;Sul;4301;Noroeste Rio-grandense;43007;Santo ,ngelo;0,393;0,59;0,693
432035;43;RS;Sul;4305;Metropolitana de Porto Alegre;43028;Camaqu“;0,375;0,56;0,671
432040;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,561;0,678;0,76
432045;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,367;0,522;0,652
432050;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,495;0,684;0,751
432055;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,409;0,577;0,689
432057;43;RS;Sul;4301;Noroeste Rio-grandense;43006;Cerro Largo;0,389;0,532;0,683
432060;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,451;0,633;0,752
432065;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43019;Restinga Seca;0,502;0,652;0,742
432067;43;RS;Sul;4304;Centro Oriental Rio-grandense;43020;Santa Cruz do Sul;0,374;0,513;0,631
432070;43;RS;Sul;4304;Centro Oriental Rio-grandense;43020;Santa Cruz do Sul;0,538;0,65;0,743
432080;43;RS;Sul;4301;Noroeste Rio-grandense;43013;Soledade;0,522;0,633;0,731
432085;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,379;0,602;0,701
432090;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,49;0,66;0,76
432100;43;RS;Sul;4301;Noroeste Rio-grandense;43012;N“o-Me-Toque;0,553;0,66;0,747
432110;43;RS;Sul;4305;Metropolitana de Porto Alegre;43028;Camaqu“;0,498;0,619;0,695
432120;43;RS;Sul;4305;Metropolitana de Porto Alegre;43024;Gramado-Canela;0,537;0,651;0,727
432130;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,498;0,641;0,733
432132;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,435;0,588;0,739
432135;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,426;0,543;0,656
432140;43;RS;Sul;4301;Noroeste Rio-grandense;43002;Tr€s Passos;0,48;0,607;0,708
432143;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,487;0,611;0,689
432145;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,535;0,664;0,747
432146;43;RS;Sul;4301;Noroeste Rio-grandense;43012;N“o-Me-Toque;0,428;0,595;0,742
432147;43;RS;Sul;4301;Noroeste Rio-grandense;43002;Tr€s Passos;0,392;0,551;0,689
432149;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43018;Santa Maria;0,368;0,52;0,683
432150;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,538;0,681;0,762
432160;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,504;0,633;0,719
432162;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,44;0,569;0,701
432163;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,482;0,637;0,791
432166;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,509;0,638;0,718
432170;43;RS;Sul;4305;Metropolitana de Porto Alegre;43024;Gramado-Canela;0,478;0,61;0,71
432180;43;RS;Sul;4301;Noroeste Rio-grandense;43001;Santa Rosa;0,533;0,655;0,759
432183;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,378;0,541;0,662
432185;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,388;0,594;0,703
432190;43;RS;Sul;4301;Noroeste Rio-grandense;43002;Tr€s Passos;0,523;0,686;0,768
432195;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,378;0,561;0,687
432200;43;RS;Sul;4305;Metropolitana de Porto Alegre;43025;S“o Jer∂nimo;0,492;0,628;0,733
432210;43;RS;Sul;4301;Noroeste Rio-grandense;43001;Santa Rosa;0,562;0,661;0,747
432215;43;RS;Sul;4301;Noroeste Rio-grandense;43013;Soledade;0,319;0,484;0,657
432218;43;RS;Sul;4301;Noroeste Rio-grandense;43005;Sananduva;0,401;0,57;0,694
432220;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43017;Santiago;0,512;0,612;0,709
432225;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,405;0,654;0,718
432230;43;RS;Sul;4301;Noroeste Rio-grandense;43001;Santa Rosa;0,495;0,642;0,728
432232;43;RS;Sul;4307;Sudeste Rio-grandense;43033;Pelotas;0,352;0,528;0,629
432234;43;RS;Sul;4301;Noroeste Rio-grandense;43007;Santo ,ngelo;0,432;0,554;0,7
432235;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,401;0,664;0,733
432237;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43017;Santiago;0,376;0,552;0,649
432240;43;RS;Sul;4306;Sudoeste Rio-grandense;43029;Campanha Ocidental;0,55;0,663;0,744
432250;43;RS;Sul;4302;Nordeste Rio-grandense;43015;Vacaria;0,535;0,641;0,721
432252;43;RS;Sul;4305;Metropolitana de Porto Alegre;43025;S“o Jer∂nimo;0,403;0,549;0,646
432253;43;RS;Sul;4304;Centro Oriental Rio-grandense;43020;Santa Cruz do Sul;0,335;0,496;0,624
432254;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,451;0,604;0,737
432255;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,563;0,673;0,757
432260;43;RS;Sul;4304;Centro Oriental Rio-grandense;43020;Santa Cruz do Sul;0,477;0,61;0,712
432270;43;RS;Sul;4304;Centro Oriental Rio-grandense;43020;Santa Cruz do Sul;0,456;0,582;0,737
432280;43;RS;Sul;4302;Nordeste Rio-grandense;43016;Caxias do Sul;0,6;0,702;0,773
432285;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,43;0,639;0,723
432290;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,417;0,567;0,702
432300;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,511;0,62;0,717
432310;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,358;0,489;0,638
432320;43;RS;Sul;4301;Noroeste Rio-grandense;43012;N“o-Me-Toque;0,516;0,664;0,777
432330;43;RS;Sul;4302;Nordeste Rio-grandense;43016;Caxias do Sul;0,563;0,621;0,742
432335;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,412;0,616;0,705
432340;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,464;0,662;0,761
432345;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43018;Santa Maria;0,379;0,565;0,662
432350;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,452;0,632;0,739
432360;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,437;0,689;0,78
432370;43;RS;Sul;4301;Noroeste Rio-grandense;43002;Tr€s Passos;0,461;0,619;0,757
432375;43;RS;Sul;4301;Noroeste Rio-grandense;43007;Santo ,ngelo;0,432;0,556;0,655
432377;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,564;0,68;0,752
432380;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,502;0,642;0,735
500020;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50007;Tr€s Lagoas;0,353;0,534;0,67
500025;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50003;Alto Taquari;0,295;0,536;0,711
500060;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,447;0,576;0,673
500070;50;MS;Centro-Oeste;5001;Pantanais Sul Mato-grossense;50002;Aquidauana;0,362;0,517;0,663
500080;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50008;Nova Andradina;0,359;0,516;0,67
500085;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,427;0,552;0,697
500090;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,373;0,509;0,643
500100;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50006;Parana›ba;0,473;0,579;0,697
500110;50;MS;Centro-Oeste;5001;Pantanais Sul Mato-grossense;50002;Aquidauana;0,447;0,556;0,688
500124;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,397;0,52;0,633
500150;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50004;Campo Grande;0,428;0,538;0,681
500190;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50008;Nova Andradina;0,458;0,601;0,71
500200;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50008;Nova Andradina;0,401;0,508;0,684
500210;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50009;Bodoquena;0,468;0,58;0,698
500215;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50009;Bodoquena;0,345;0,513;0,666
500220;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50009;Bodoquena;0,406;0,564;0,67
500230;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50007;Tr€s Lagoas;0,366;0,547;0,701
500240;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,422;0,548;0,692
500260;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50003;Alto Taquari;0,452;0,582;0,703
500270;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50004;Campo Grande;0,563;0,673;0,784
500280;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50009;Bodoquena;0,379;0,484;0,647
500290;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50005;Cassil‘ndia;0,514;0,615;0,727
500295;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50005;Cassil‘ndia;0,541;0,656;0,754
500310;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50004;Campo Grande;0,334;0,502;0,671
500315;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,337;0,488;0,589
500320;50;MS;Centro-Oeste;5001;Pantanais Sul Mato-grossense;50001;Baixo Pantanal;0,509;0,584;0,7
500325;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50005;Cassil‘ndia;0,45;0,596;0,706
500330;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50003;Alto Taquari;0,423;0,607;0,703
500345;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,407;0,583;0,694
500348;50;MS;Centro-Oeste;5001;Pantanais Sul Mato-grossense;50002;Aquidauana;0,332;0,447;0,639
500350;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,442;0,567;0,699
500370;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,512;0,636;0,747
500375;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,386;0,551;0,684
500380;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,473;0,596;0,714
500390;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50003;Alto Taquari;0,424;0,508;0,66
500400;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,485;0,604;0,721
500410;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50009;Bodoquena;0,42;0,567;0,675
500430;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,395;0,542;0,662
500440;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50006;Parana›ba;0,423;0,573;0,681
500450;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,447;0,55;0,654
500460;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,323;0,498;0,62
500470;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,418;0,59;0,72
500480;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,29;0,399;0,526
500490;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50004;Campo Grande;0,359;0,503;0,664
500500;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50009;Bodoquena;0,473;0,59;0,712
500510;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,404;0,56;0,708
500515;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,353;0,48;0,623
500520;50;MS;Centro-Oeste;5001;Pantanais Sul Mato-grossense;50001;Baixo Pantanal;0,503;0,605;0,704
500525;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,363;0,535;0,672
500540;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,48;0,597;0,736
500560;50;MS;Centro-Oeste;5001;Pantanais Sul Mato-grossense;50002;Aquidauana;0,389;0,5;0,632
500568;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,47;0,585;0,686
500570;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,446;0,572;0,7
500580;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50009;Bodoquena;0,36;0,504;0,639
500600;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,36;0,539;0,694
500620;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50008;Nova Andradina;0,456;0,63;0,721
500625;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,242;0,494;0,649
500630;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50006;Parana›ba;0,468;0,591;0,721
500635;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,336;0,441;0,588
500640;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50003;Alto Taquari;0,403;0,515;0,671
500660;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,495;0,6;0,701
500690;50;MS;Centro-Oeste;5001;Pantanais Sul Mato-grossense;50001;Baixo Pantanal;0,347;0,501;0,666
500710;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50007;Tr€s Lagoas;0,383;0,514;0,664
500720;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,475;0,584;0,715
500730;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50004;Campo Grande;0,404;0,58;0,709
500740;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50003;Alto Taquari;0,425;0,552;0,673
500750;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50004;Campo Grande;0,362;0,542;0,651
500755;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50007;Tr€s Lagoas;0,295;0,514;0,642
500769;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50003;Alto Taquari;0,526;0,658;0,729
500770;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,393;0,512;0,614
500780;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50006;Parana›ba;0,386;0,554;0,682
500790;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50004;Campo Grande;0,453;0,562;0,686
500793;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50003;Alto Taquari;0,384;0,553;0,681
500795;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50011;Iguatemi;0,343;0,469;0,593
500797;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50008;Nova Andradina;0,373;0,51;0,651
500800;50;MS;Centro-Oeste;5002;Centro Norte de Mato Grosso do S;50004;Campo Grande;0,412;0,529;0,658
500830;50;MS;Centro-Oeste;5003;Leste de Mato Grosso do Sul;50007;Tr€s Lagoas;0,505;0,63;0,744
500840;50;MS;Centro-Oeste;5004;Sudoeste de Mato Grosso do Sul;50010;Dourados;0,421;0,594;0,711
510010;51;MT;Centro-Oeste;5104;Centro-Sul Mato-grossense;51016;Rosﬂrio Oeste;0,386;0,5;0,628
510020;51;MT;Centro-Oeste;5102;Nordeste Mato-grossense;51010;Canarana;0,426;0,603;0,729
510025;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51002;Alta Floresta;0,391;0,585;0,714
510030;51;MT;Centro-Oeste;5105;Sudeste Mato-grossense;51022;Alto Araguaia;0,43;0,583;0,704
510035;51;MT;Centro-Oeste;5102;Nordeste Mato-grossense;51009;Norte Araguaia;0,38;0,496;0,651
510040;51;MT;Centro-Oeste;5105;Sudeste Mato-grossense;51022;Alto Araguaia;0,451;0,626;0,701
510050;51;MT;Centro-Oeste;5104;Centro-Sul Mato-grossense;51015;Alto Paraguai;0,331;0,507;0,638
510060;51;MT;Centro-Oeste;5105;Sudeste Mato-grossense;51022;Alto Araguaia;0,455;0,634;0,705
510080;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51002;Alta Floresta;0,386;0,501;0,675
510100;51;MT;Centro-Oeste;5102;Nordeste Mato-grossense;51011;M⁄dio Araguaia;0,381;0,552;0,687
510120;51;MT;Centro-Oeste;5105;Sudeste Mato-grossense;51020;Tesouro;0,424;0,573;0,701
510125;51;MT;Centro-Oeste;5103;Sudoeste Mato-grossense;51014;Jauru;0,42;0,604;0,725
510130;51;MT;Centro-Oeste;5104;Centro-Sul Mato-grossense;51015;Alto Paraguai;0,431;0,587;0,704
510140;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51001;Aripuan“;0,41;0,528;0,675
510160;51;MT;Centro-Oeste;5104;Centro-Sul Mato-grossense;51018;Alto Pantanal;0,32;0,446;0,6
510170;51;MT;Centro-Oeste;5103;Sudoeste Mato-grossense;51013;Tangarﬂ da Serra;0,404;0,55;0,693
510180;51;MT;Centro-Oeste;5102;Nordeste Mato-grossense;51011;M⁄dio Araguaia;0,491;0,631;0,748
510185;51;MT;Centro-Oeste;5102;Nordeste Mato-grossense;51009;Norte Araguaia;0,223;0,429;0,661
510190;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51001;Aripuan“;0,396;0,517;0,696
510250;51;MT;Centro-Oeste;5104;Centro-Sul Mato-grossense;51018;Alto Pantanal;0,42;0,586;0,708
510260;51;MT;Centro-Oeste;5102;Nordeste Mato-grossense;51010;Canarana;0,273;0,443;0,538
510263;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51004;Parecis;0,495;0,595;0,734
510267;51;MT;Centro-Oeste;5105;Sudeste Mato-grossense;51019;Primavera do Leste;0,521;0,638;0,75
510268;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51004;Parecis;0,46;0,636;0,744
510269;51;MT;Centro-Oeste;5102;Nordeste Mato-grossense;51009;Norte Araguaia;0,263;0,486;0,667
510270;51;MT;Centro-Oeste;5102;Nordeste Mato-grossense;51010;Canarana;0,48;0,565;0,693
510279;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51002;Alta Floresta;0,253;0,484;0,665
510285;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51001;Aripuan“;0,296;0,489;0,665
510300;51;MT;Centro-Oeste;5104;Centro-Sul Mato-grossense;51017;Cuiabﬂ;0,394;0,522;0,688
510305;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51007;Sinop;0,398;0,563;0,699
510310;51;MT;Centro-Oeste;5102;Nordeste Mato-grossense;51011;M⁄dio Araguaia;0,328;0,5;0,66
510320;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51003;Col›der;0,355;0,575;0,713
510325;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51001;Aripuan“;0,31;0,404;0,611
510330;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51004;Parecis;0,389;0,521;0,689
510335;51;MT;Centro-Oeste;5102;Nordeste Mato-grossense;51009;Norte Araguaia;0,287;0,451;0,668
510336;51;MT;Centro-Oeste;5103;Sudoeste Mato-grossense;51012;Alto Guapor⁄;0,276;0,456;0,718
510337;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51001;Aripuan“;0,383;0,47;0,601
510340;51;MT;Centro-Oeste;5104;Centro-Sul Mato-grossense;51017;Cuiabﬂ;0,569;0,692;0,785
510343;51;MT;Centro-Oeste;5104;Centro-Sul Mato-grossense;51018;Alto Pantanal;0,329;0,53;0,69
510345;51;MT;Centro-Oeste;5103;Sudoeste Mato-grossense;51013;Tangarﬂ da Serra;0,372;0,564;0,683
510350;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51004;Parecis;0,513;0,636;0,718
510360;51;MT;Centro-Oeste;5105;Sudeste Mato-grossense;51021;Rondonæpolis;0,458;0,555;0,69
510370;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51007;Sinop;0,356;0,515;0,692
510380;51;MT;Centro-Oeste;5103;Sudoeste Mato-grossense;51014;Jauru;0,366;0,576;0,679
510385;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51008;Paranatinga;0,183;0,51;0,615
510390;51;MT;Centro-Oeste;5105;Sudeste Mato-grossense;51020;Tesouro;0,364;0,486;0,67
510395;51;MT;Centro-Oeste;5103;Sudoeste Mato-grossense;51014;Jauru;0,355;0,574;0,71
510410;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51003;Col›der;0,357;0,53;0,703
510420;51;MT;Centro-Oeste;5105;Sudeste Mato-grossense;51020;Tesouro;0,432;0,588;0,705
510450;51;MT;Centro-Oeste;5103;Sudoeste Mato-grossense;51014;Jauru;0,399;0,517;0,661
510452;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51006;Alto Teles Pires;0,28;0,603;0,727
510454;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51006;Alto Teles Pires;0,392;0,506;0,71
510455;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51007;Sinop;0,374;0,511;0,69
510460;51;MT;Centro-Oeste;5105;Sudeste Mato-grossense;51021;Rondonæpolis;0,405;0,541;0,693
510480;51;MT;Centro-Oeste;5105;Sudeste Mato-grossense;51021;Rondonæpolis;0,495;0,634;0,735
510490;51;MT;Centro-Oeste;5104;Centro-Sul Mato-grossense;51016;Rosﬂrio Oeste;0,308;0,496;0,63
510500;51;MT;Centro-Oeste;5103;Sudoeste Mato-grossense;51014;Jauru;0,314;0,5;0,673
510510;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51005;Arinos;0,385;0,572;0,682
510515;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51001;Aripuan“;0,403;0,56;0,716
510517;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51001;Aripuan“;0,467;0,54;0,662
510520;51;MT;Centro-Oeste;5105;Sudeste Mato-grossense;51021;Rondonæpolis;0,431;0,568;0,714
510523;51;MT;Centro-Oeste;5103;Sudoeste Mato-grossense;51014;Jauru;0,262;0,472;0,627
510525;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51006;Alto Teles Pires;0,549;0,658;0,768
510530;51;MT;Centro-Oeste;5102;Nordeste Mato-grossense;51009;Norte Araguaia;0,352;0,534;0,676
510550;51;MT;Centro-Oeste;5103;Sudoeste Mato-grossense;51012;Alto Guapor⁄;0,328;0,502;0,645
510558;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51007;Sinop;0,384;0,573;0,701
510560;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51003;Col›der;0,442;0,564;0,716
510562;51;MT;Centro-Oeste;5103;Sudoeste Mato-grossense;51014;Jauru;0,442;0,582;0,704
510590;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51006;Alto Teles Pires;0,423;0,538;0,699
510600;51;MT;Centro-Oeste;5104;Centro-Sul Mato-grossense;51015;Alto Paraguai;0,42;0,567;0,702
510610;51;MT;Centro-Oeste;5104;Centro-Sul Mato-grossense;51017;Cuiabﬂ;0,359;0,464;0,638
510615;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51002;Alta Floresta;0,355;0,434;0,65
510617;51;MT;Centro-Oeste;5102;Nordeste Mato-grossense;51010;Canarana;0,25;0,463;0,595
510618;51;MT;Centro-Oeste;5103;Sudoeste Mato-grossense;51012;Alto Guapor⁄;0,292;0,464;0,636
510619;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51007;Sinop;0,343;0,497;0,714
510620;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51008;Paranatinga;0,365;0,516;0,651
510621;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51003;Col›der;0,331;0,484;0,686
510622;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51006;Alto Teles Pires;0,432;0,64;0,758
510623;51;MT;Centro-Oeste;5103;Sudoeste Mato-grossense;51013;Tangarﬂ da Serra;0,403;0,524;0,682
510624;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51006;Alto Teles Pires;0,411;0,515;0,669
510625;51;MT;Centro-Oeste;5102;Nordeste Mato-grossense;51010;Canarana;0,444;0,587;0,704
510626;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51003;Col›der;0,273;0,492;0,674
510627;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51005;Arinos;0,345;0,524;0,664
510628;51;MT;Centro-Oeste;5102;Nordeste Mato-grossense;51010;Canarana;0,355;0,511;0,649
510629;51;MT;Centro-Oeste;5101;Norte Mato-grossense;51002;Alta Floresta;0,353;0,516;0,672
